"tax_id","parent_id","rank","tax_name","root","root_","root__","root___","superkingdom","superkingdom_","superkingdom__","superkingdom___","superkingdom____","kingdom","kingdom_","kingdom__","kingdom___","kingdom____","kingdom_____","phylum","phylum_","phylum__","subphylum","class","class_","class__","subclass","order","order_","order__","suborder","family","family_","family__","subfamily","genus","genus_","species","species_","subspecies","subspecies_"
"43775","43773","species","Syntrophus gentianae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","","43775","","",""
"2676560","43773","genus_","unclassified Syntrophus (in: Bacteria) <NCBI:txid2676560>","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","","","",""
"1578174","2676560","species","Syntrophus sp. G20","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1578174","","",""
"1802291","2676560","species","Syntrophus sp. GWC2_56_31","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1802291","","",""
"1811710","2676560","species","Syntrophus sp. PtaB.Bin001","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1811710","","",""
"1811711","2676560","species","Syntrophus sp. PtaB.Bin138","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1811711","","",""
"1811712","2676560","species","Syntrophus sp. PtaU1.Bin005","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1811712","","",""
"1823758","2676560","species","Syntrophus sp. PtaB.Bin075","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","","","","43773","2676560","1823758","","",""
"1510979","213468","family_","unclassified Syntrophaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","","","",""
"1805378","1510979","species","Syntrophaceae bacterium CG2_30_58_14","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1805378","","",""
"1811718","1510979","species","Syntrophaceae bacterium PtaU1.Bin231","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1811718","","",""
"1961417","1510979","species","Syntrophaceae bacterium UBA1164","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961417","","",""
"1961418","1510979","species","Syntrophaceae bacterium UBA1411","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961418","","",""
"1961421","1510979","species","Syntrophaceae bacterium UBA2188","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961421","","",""
"1961426","1510979","species","Syntrophaceae bacterium UBA2251","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961426","","",""
"1961427","1510979","species","Syntrophaceae bacterium UBA2280","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961427","","",""
"1961430","1510979","species","Syntrophaceae bacterium UBA4059","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961430","","",""
"1961431","1510979","species","Syntrophaceae bacterium UBA4065","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961431","","",""
"1961434","1510979","species","Syntrophaceae bacterium UBA4778","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961434","","",""
"1961438","1510979","species","Syntrophaceae bacterium UBA4810","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961438","","",""
"1961439","1510979","species","Syntrophaceae bacterium UBA4816","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961439","","",""
"1961442","1510979","species","Syntrophaceae bacterium UBA5619","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961442","","",""
"1961443","1510979","species","Syntrophaceae bacterium UBA5726","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961443","","",""
"1961447","1510979","species","Syntrophaceae bacterium UBA5764","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961447","","",""
"1961448","1510979","species","Syntrophaceae bacterium UBA5828","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961448","","",""
"1961450","1510979","species","Syntrophaceae bacterium UBA6087","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961450","","",""
"1961456","1510979","species","Syntrophaceae bacterium UBA7520","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961456","","",""
"1961457","1510979","species","Syntrophaceae bacterium UBA7544","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","1961457","","",""
"2052184","1510979","species","Syntrophaceae bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","213468","1510979","","","","","2052184","","",""
"513556","213462","family","Syntrophorhabdaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","","","","","",""
"513557","513556","genus","Syntrophorhabdus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","","","","",""
"328301","513557","species","Syntrophorhabdus aromaticivorans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","","328301","","",""
"909663","328301","species_","Syntrophorhabdus aromaticivorans UI","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","","328301","909663","",""
"2628565","513557","genus_","unclassified Syntrophorhabdus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","","","",""
"1811698","2628565","species","Syntrophorhabdus sp. PtaB.Bin006","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811698","","",""
"1811699","2628565","species","Syntrophorhabdus sp. PtaB.Bin027","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811699","","",""
"1811700","2628565","species","Syntrophorhabdus sp. PtaB.Bin047","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811700","","",""
"1811702","2628565","species","Syntrophorhabdus sp. PtaU1.Bin002","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811702","","",""
"1811703","2628565","species","Syntrophorhabdus sp. PtaU1.Bin050","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811703","","",""
"1811704","2628565","species","Syntrophorhabdus sp. PtaU1.Bin058","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811704","","",""
"1811705","2628565","species","Syntrophorhabdus sp. PtaU1.Bin153","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","","","","513557","2628565","1811705","","",""
"1811714","513556","family_","unclassified Syntrophorhabdaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","1811714","","","","","","","",""
"1811715","1811714","species","Syntrophorhabdaceae bacterium PtaU1.Bin034","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","","","","513556","1811714","","","","","1811715","","",""
"1674873","213462","order_","unclassified Syntrophobacterales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","","","",""
"1802287","1674873","species","Syntrophobacterales bacterium GWC2_56_13","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","1802287","","",""
"1802288","1674873","species","Syntrophobacterales bacterium GWF2_56_9","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","1802288","","",""
"1802289","1674873","species","Syntrophobacterales bacterium RBG_19FT_COMBO_59_10","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","1802289","","",""
"1974100","1674873","species","Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","1974100","","",""
"2282155","1674873","species","Syntrophobacterales bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","213462","1674873","","","","","","","","","2282155","","",""
"2597219","28221","order","Candidatus Acidulodesulfobacterales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","2597219","","","","","","","","","","","","",""
"2597222","2597219","genus","Candidatus Acidulodesulfobacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","2597219","","","","","","","","2597222","","","","",""
"2597223","2597222","species","Candidatus Acidulodesulfobacterium ferriphilum","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","2597219","","","","","","","","2597222","","2597223","","",""
"29","28221","order","Myxococcales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","29","","","","","","","","","","","","",""
"83463","29","order_","unclassified Myxococcales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","29","83463","","","","","","","","","","","",""
"213495","83463","order__","unclassified Myxococcales (miscellaneous)","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","29","83463","213495","","","","","","","","","","",""
"1961469","213495","species","Myxococcales bacterium UBA6777","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","29","83463","213495","","","","","","","","1961469","","",""
"2026763","213495","species","Myxococcales bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","29","83463","213495","","","","","","","","2026763","","",""
"453227","28221","order","Desulfarculales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","","","","","","","","","",""
"453228","453227","family","Desulfarculaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","","","","","",""
"1535192","453228","genus","Desulfocarbo","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","1535192","","","","",""
"1348163","1535192","species","Desulfocarbo indianensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","1535192","","1348163","","",""
"1775574","453228","genus","Dethiosulfatarculus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","1775574","","","","",""
"1429043","1775574","species","Dethiosulfatarculus sandiegensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","1775574","","1429043","","",""
"453229","453228","genus","Desulfarculus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","453229","","","","",""
"2641222","453229","genus_","unclassified Desulfarculus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","453229","2641222","","","",""
"2093367","2641222","species","Desulfarculus sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","","","","453229","2641222","2093367","","",""
"860781","453228","family_","environmental samples <d-proteobacteria,family Desulfarculaceae>","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","860781","","","","","","","",""
"860782","860781","species","uncultured Desulfarculaceae bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","","","","453228","860781","","","","","860782","","",""
"1961472","453227","order_","unclassified Desulfarculales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","1961472","","","","","","","","","","","",""
"1961526","1961472","species","Desulfarculales bacterium UBA696","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","1961472","","","","","","","","","1961526","","",""
"1961527","1961472","species","Desulfarculales bacterium UBA702","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","453227","1961472","","","","","","","","","1961527","","",""
"69541","28221","order","Desulfuromonadales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","","","","","","","","","",""
"213421","69541","family","Desulfuromonadaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","","","","","",""
"18","213421","genus","Pelobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","18","","","","",""
"407188","18","species","Pelobacter seleniigenes","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","18","","407188","","",""
"1122946","407188","species_","Pelobacter seleniigenes DSM 18267","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","18","","407188","1122946","",""
"57039","213421","genus","Malonomonas","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","57039","","","","",""
"57040","57039","species","Malonomonas rubra","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","57039","","57040","","",""
"890","213421","genus","Desulfuromonas","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","890","","","","",""
"1603606","890","species","Desulfuromonas soudanensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","890","","1603606","","",""
"2614637","890","genus_","unclassified Desulfuromonas","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","890","2614637","","","",""
"1823759","2614637","species","Desulfuromonas sp. DDH964","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","890","2614637","1823759","","",""
"892","2614637","species","Desulfuromonas sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","","","","890","2614637","892","","",""
"1801894","213421","family_","unclassified Desulfuromonadaceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","1801894","","","","","","","",""
"1801896","1801894","species","Desulfuromonadaceae bacterium GWC2_58_13","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","1801894","","","","","1801896","","",""
"1961570","1801894","species","Desulfuromonadaceae bacterium UBA2294","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","1801894","","","","","1961570","","",""
"2099677","1801894","species","Desulfuromonadaceae bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213421","1801894","","","","","2099677","","",""
"213422","69541","family","Geobacteraceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","","","","","",""
"213223","213422","genus","Geothermobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","213223","","","","",""
"2633585","213223","genus_","unclassified Geothermobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","213223","2633585","","","",""
"1969733","2633585","species","Geothermobacter sp. EPR-M","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","213223","2633585","1969733","","",""
"654845","2633585","species","Geothermobacter sp. HR-1","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","213223","2633585","654845","","",""
"2651583","213422","genus","'Geomonas' Xu et al. 2019","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","2651583","","","","",""
"2364273","2651583","species","Geomonas oryzae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","2651583","","2364273","","",""
"2562681","2651583","species","Geomonas terrae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","2651583","","2562681","","",""
"2570226","2651583","species","Geomonas edaphica","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","2651583","","2570226","","",""
"2570227","2651583","species","Geomonas ferrireducens","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","2651583","","2570227","","",""
"271087","213422","genus","Geopsychrobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","271087","","","","",""
"225196","271087","species","Geopsychrobacter electrodiphilus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","271087","","225196","","",""
"28231","213422","genus","Geobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","","","",""
"1203471","28231","species","Geobacter daltonii","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","1203471","","",""
"1340425","28231","species","Geobacter anodireducens","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","1340425","","",""
"1510391","28231","species","Geobacter soli","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","1510391","","",""
"225194","28231","species","Geobacter bemidjiensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","225194","","",""
"28232","28231","species","Geobacter metallireducens","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","28232","","",""
"269799","28232","species_","Geobacter metallireducens GS-15","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","28232","269799","",""
"345631","28231","species","Geobacter argillaceus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","345631","","",""
"345632","28231","species","Geobacter pickeringii","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","345632","","",""
"351604","28231","species","Geobacter uraniireducens","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","351604","","",""
"35554","28231","species","Geobacter sulfurreducens","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","35554","","",""
"663917","35554","species_","Geobacter sulfurreducens KN400","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","35554","663917","",""
"421624","28231","species","Geobacter toluenoxydans","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","421624","","",""
"1294260","421624","species_","Geobacter toluenoxydans JCM 15764","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","421624","1294260","",""
"60035","28231","species","Geobacter bremensis","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","60035","","",""
"60036","28231","species","Geobacter pelophilus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","","60036","","",""
"2627627","28231","genus_","unclassified Geobacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","","","",""
"1266765","2627627","species","Geobacter sp. OR-1","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1266765","","",""
"1277350","2627627","species","Geobacter sp. DSM 9736","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1277350","","",""
"1961387","2627627","species","Geobacter sp. UBA1603","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961387","","",""
"1961390","2627627","species","Geobacter sp. UBA2265","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961390","","",""
"1961392","2627627","species","Geobacter sp. UBA4057","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961392","","",""
"1961394","2627627","species","Geobacter sp. UBA4078","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961394","","",""
"1961397","2627627","species","Geobacter sp. UBA5735","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961397","","",""
"1961399","2627627","species","Geobacter sp. UBA6151","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961399","","",""
"1961402","2627627","species","Geobacter sp. UBA698","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961402","","",""
"1961403","2627627","species","Geobacter sp. UBA7696","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","1961403","","",""
"2135459","2627627","species","Geobacter sp. DSM 2909","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","2135459","","",""
"443143","2627627","species","Geobacter sp. M18","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","443143","","",""
"443144","2627627","species","Geobacter sp. M21","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","443144","","",""
"46610","2627627","species","Geobacter sp.","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","28231","2627627","46610","","",""
"392332","213422","genus","Geoalkalibacter","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","392332","","","","",""
"392333","392332","species","Geoalkalibacter ferrihydriticus","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","392332","","392333","","",""
"1121915","392333","species_","Geoalkalibacter ferrihydriticus DSM 17813","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","","","","392332","","392333","1121915","",""
"225352","213422","family_","unclassified Geobacteraceae","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","225352","","","","","","","",""
"1798314","225352","species","Geobacteraceae bacterium GWB2_52_12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","225352","","","","","1798314","","",""
"1798316","225352","species","Geobacteraceae bacterium GWC2_53_11","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","225352","","","","","1798316","","",""
"1798318","225352","species","Geobacteraceae bacterium GWC2_58_44","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","","","","213422","225352","","","","","1798318","","",""
"213431","69541","order_","unclassified Desulfuromonadales","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","213431","","","","","","","","","","","",""
"1797916","213431","species","Desulfuromonadales bacterium GWC2_61_20","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","213431","","","","","","","","","1797916","","",""
"1797917","213431","species","Desulfuromonadales bacterium GWD2_54_10","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","213431","","","","","","","","","1797917","","",""
"2099678","213431","species","Desulfuromonadales bacterium","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","","","","69541","213431","","","","","","","","","2099678","","",""
"45456","28221","class_","unclassified Deltaproteobacteria","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","","","","","","","","","","","","","","","",""
"1125862","45456","genus","Deferrisoma","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","","","","","","","","","","","1125862","","","","",""
"1035120","1125862","species","Deferrisoma camini","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","","","","","","","","","","","1125862","","1035120","","",""
"122706","45456","class__","unclassified Deltaproteobacteria (miscellaneous)","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","","","",""
"1286376","122706","species","delta proteobacterium PSCGC 5451","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1286376","","",""
"1286377","122706","species","delta proteobacterium PSCGC 5419","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1286377","","",""
"1382363","122706","species","Deltaproteobacteria bacterium JGI A06048-F13","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1382363","","",""
"1382365","122706","species","Deltaproteobacteria bacterium JGI E06040-H20","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1382365","","",""
"146479","122706","species","Olavius algarvensis sulfate-reducing endosymbiont","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","146479","","",""
"1640514","122706","species","Deltaproteobacteria bacterium CSP1-8","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1640514","","",""
"1703398","122706","species","Deltaproteobacteria bacterium SG8_13","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1703398","","",""
"1703399","122706","species","Deltaproteobacteria bacterium SM23_61","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1703399","","",""
"1797804","122706","species","Deltaproteobacteria bacterium GWA2_43_19","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797804","","",""
"1797808","122706","species","Deltaproteobacteria bacterium GWA2_54_12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797808","","",""
"1797809","122706","species","Deltaproteobacteria bacterium GWA2_55_10","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797809","","",""
"1797810","122706","species","Deltaproteobacteria bacterium GWA2_55_82","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797810","","",""
"1797814","122706","species","Deltaproteobacteria bacterium GWB2_55_19","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797814","","",""
"1797815","122706","species","Deltaproteobacteria bacterium GWB2_65_81","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797815","","",""
"1797818","122706","species","Deltaproteobacteria bacterium GWC2_55_46","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797818","","",""
"1797822","122706","species","Deltaproteobacteria bacterium GWD2_42_10","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797822","","",""
"1797824","122706","species","Deltaproteobacteria bacterium GWF2_42_12","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797824","","",""
"1797827","122706","species","Deltaproteobacteria bacterium RBG_13_49_15","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797827","","",""
"1797829","122706","species","Deltaproteobacteria bacterium RBG_13_52_11","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797829","","",""
"1797834","122706","species","Deltaproteobacteria bacterium RBG_13_61_14","1","131567","","","2","","","","","","","","","","","1224","","","68525","28221","45456","122706","","","","","","","","","","","","1797834","","",""
